scenario_id,train_type,delay,track,priority
2,Vande Bharat Express-H,76,UP,7
2,Vande Bharat Express-L,19,UP,8
2,Rajdhani Express-H,54,UP,9
2,Rajdhani Express-L,23,UP,10
2,Duronto Express-H,38,UP,11
2,Duronto Express-L,2,UP,12
2,Shatabdi Express-H,114,UP,13
2,Shatabdi Express-L,8,UP,14
2,Tejas Express-H,67,UP,15
2,Tejas Express-L,3,UP,16
2,Gatimaan Express-H,59,UP,17
2,Gatimaan Express-L,28,UP,18
2,Humsafar Express-H,42,UP,19
2,Humsafar Express-L,13,UP,20
2,Double Decker Express-H,65,UP,21
2,Double Decker Express-L,15,UP,22
2,Uday Express-H,111,UP,23
2,Uday Express-L,27,UP,24
2,Superfast Express-H,76,UP,25
2,Superfast Express-L,6,UP,26
2,Mail Train-H,77,UP,27
2,Mail Train-L,12,UP,28
2,Express Train-H,56,UP,29
2,Express Train-L,22,UP,30
2,Jan Shatabdi Express-H,64,UP,31
2,Jan Shatabdi Express-L,23,UP,32
2,Antyodaya Express-H,117,UP,33
2,Antyodaya Express-L,21,UP,34
2,Deen Dayalu Express-H,39,UP,35
2,Deen Dayalu Express-L,20,UP,36
2,Passenger Train-H,111,UP,37
2,Passenger Train-L,6,UP,38
2,MEMU Train-H,98,UP,39
2,MEMU Train-L,24,UP,40
2,DMU Train-H,61,UP,41
2,DMU Train-L,6,UP,42
2,EMU Train-H,89,UP,43
2,EMU Train-L,13,UP,44
2,Metro Train-H,64,UP,45
2,Metro Train-L,21,UP,46
2,Palace on Wheels-H,118,UP,47
2,Palace on Wheels-L,18,UP,48
2,Maharajas’ Express-H,58,UP,49
2,Maharajas’ Express-L,22,UP,50
2,Deccan Odyssey-H,71,UP,51
2,Deccan Odyssey-L,27,UP,52
2,Golden Chariot-H,37,UP,53
2,Golden Chariot-L,8,UP,54
2,Mountain / Heritage Trains-H,34,UP,55
2,Mountain / Heritage Trains-L,26,UP,56
2,Goods / Freight Train-H,70,UP,57
2,Goods / Freight Train-L,0,UP,58
3,Military Train-H,81,UP,1
3,Military Train-L,9,UP,2
3,Special VIP / VVIP Train-H,38,UP,3
3,Special VIP / VVIP Train-L,7,UP,4
3,Special Tourist / Protocol Train-H,102,UP,5
3,Special Tourist / Protocol Train-L,29,UP,6
3,Vande Bharat Express-H,70,UP,7
3,Vande Bharat Express-L,7,UP,8
3,Rajdhani Express-H,113,UP,9
3,Rajdhani Express-L,16,UP,10
3,Duronto Express-H,80,UP,11
3,Duronto Express-L,29,UP,12
3,Shatabdi Express-H,112,UP,13
3,Shatabdi Express-L,15,UP,14
3,Tejas Express-H,48,UP,15
3,Tejas Express-L,9,UP,16
3,Gatimaan Express-H,47,UP,17
3,Gatimaan Express-L,8,UP,18
3,Humsafar Express-H,101,UP,19
3,Humsafar Express-L,18,UP,20
3,Double Decker Express-H,63,UP,21
3,Double Decker Express-L,24,UP,22
3,Uday Express-H,104,UP,23
3,Uday Express-L,14,UP,24
3,Superfast Express-H,104,UP,25
3,Superfast Express-L,13,UP,26
3,Mail Train-H,76,UP,27
3,Mail Train-L,8,UP,28
3,Express Train-H,47,UP,29
3,Express Train-L,17,UP,30
3,Jan Shatabdi Express-H,93,UP,31
3,Jan Shatabdi Express-L,3,UP,32
3,Antyodaya Express-H,36,UP,33
3,Antyodaya Express-L,28,UP,34
3,Deen Dayalu Express-H,44,UP,35
3,Deen Dayalu Express-L,5,UP,36
3,Passenger Train-H,110,UP,37
3,Passenger Train-L,6,UP,38
3,MEMU Train-H,117,UP,39
3,MEMU Train-L,14,UP,40
3,DMU Train-H,106,UP,41
3,DMU Train-L,3,UP,42
3,EMU Train-H,79,UP,43
3,EMU Train-L,13,UP,44
3,Metro Train-H,106,UP,45
3,Metro Train-L,15,UP,46
3,Palace on Wheels-H,97,UP,47
3,Palace on Wheels-L,9,UP,48
3,Maharajas’ Express-H,100,UP,49
3,Maharajas’ Express-L,28,UP,50
3,Deccan Odyssey-H,31,UP,51
3,Deccan Odyssey-L,22,UP,52
3,Golden Chariot-H,44,UP,53
3,Golden Chariot-L,22,UP,54
3,Mountain / Heritage Trains-H,98,UP,55
3,Mountain / Heritage Trains-L,25,UP,56
3,Goods / Freight Train-H,0,UP,57
3,Goods / Freight Train-L,0,UP,58
4,Military Train-H,64,UP,1
4,Military Train-L,25,UP,2
4,Special VIP / VVIP Train-H,112,UP,3
4,Special VIP / VVIP Train-L,11,UP,4
4,Special Tourist / Protocol Train-H,44,UP,5
4,Special Tourist / Protocol Train-L,10,UP,6
4,Vande Bharat Express-H,85,UP,7
4,Vande Bharat Express-L,6,UP,8
4,Rajdhani Express-H,88,UP,9
4,Rajdhani Express-L,1,UP,10
4,Duronto Express-H,63,UP,11
4,Duronto Express-L,17,UP,12
4,Shatabdi Express-H,52,UP,13
4,Shatabdi Express-L,17,UP,14
4,Tejas Express-H,43,UP,15
4,Tejas Express-L,28,UP,16
4,Gatimaan Express-H,110,UP,17
4,Gatimaan Express-L,10,UP,18
4,Humsafar Express-H,111,UP,19
4,Humsafar Express-L,17,UP,20
4,Double Decker Express-H,107,UP,21
4,Double Decker Express-L,7,UP,22
4,Uday Express-H,49,UP,23
4,Uday Express-L,12,UP,24
4,Superfast Express-H,50,UP,25
4,Superfast Express-L,18,UP,26
4,Mail Train-H,97,UP,27
4,Mail Train-L,1,UP,28
4,Express Train-H,106,UP,29
4,Express Train-L,11,UP,30
4,Jan Shatabdi Express-H,92,UP,31
4,Jan Shatabdi Express-L,1,UP,32
4,Antyodaya Express-H,44,UP,33
4,Antyodaya Express-L,12,UP,34
4,Deen Dayalu Express-H,69,UP,35
4,Deen Dayalu Express-L,8,UP,36
4,Passenger Train-H,37,UP,37
4,Passenger Train-L,8,UP,38
4,MEMU Train-H,102,UP,39
4,MEMU Train-L,3,UP,40
4,DMU Train-H,40,UP,41
4,DMU Train-L,24,UP,42
4,EMU Train-H,92,UP,43
4,EMU Train-L,27,UP,44
4,Metro Train-H,38,UP,45
4,Metro Train-L,25,UP,46
4,Palace on Wheels-H,98,UP,47
4,Palace on Wheels-L,25,UP,48
4,Maharajas’ Express-H,46,UP,49
4,Maharajas’ Express-L,5,UP,50
4,Deccan Odyssey-H,114,UP,51
4,Deccan Odyssey-L,16,UP,52
4,Golden Chariot-H,100,UP,53
4,Golden Chariot-L,6,UP,54
4,Mountain / Heritage Trains-H,63,UP,55
4,Mountain / Heritage Trains-L,0,UP,56
4,Goods / Freight Train-H,0,UP,57
4,Goods / Freight Train-L,0,UP,58
5,Military Train-H,97,UP,1
5,Military Train-L,28,UP,2
5,Special VIP / VVIP Train-H,107,UP,3
5,Special VIP / VVIP Train-L,14,UP,4
5,Special Tourist / Protocol Train-H,57,UP,5
5,Special Tourist / Protocol Train-L,18,UP,6
5,Vande Bharat Express-H,118,UP,7
5,Vande Bharat Express-L,7,UP,8
5,Rajdhani Express-H,69,UP,9
5,Rajdhani Express-L,13,UP,10
5,Duronto Express-H,115,UP,11
5,Duronto Express-L,21,UP,12
5,Shatabdi Express-H,77,UP,13
5,Shatabdi Express-L,15,UP,14
5,Tejas Express-H,96,UP,15
5,Tejas Express-L,15,UP,16
5,Gatimaan Express-H,45,UP,17
5,Gatimaan Express-L,8,UP,18
5,Humsafar Express-H,58,UP,19
5,Humsafar Express-L,3,UP,20
5,Double Decker Express-H,73,UP,21
5,Double Decker Express-L,1,UP,22
5,Uday Express-H,105,UP,23
5,Uday Express-L,18,UP,24
5,Superfast Express-H,59,UP,25
5,Superfast Express-L,19,UP,26
5,Mail Train-H,58,UP,27
5,Mail Train-L,1,UP,28
5,Express Train-H,39,UP,29
5,Express Train-L,23,UP,30
5,Jan Shatabdi Express-H,110,UP,31
5,Jan Shatabdi Express-L,2,UP,32
5,Antyodaya Express-H,59,UP,33
5,Antyodaya Express-L,3,UP,34
5,Deen Dayalu Express-H,34,UP,35
5,Deen Dayalu Express-L,28,UP,36
5,Passenger Train-H,72,UP,37
5,Passenger Train-L,3,UP,38
5,MEMU Train-H,95,UP,39
5,MEMU Train-L,8,UP,40
5,DMU Train-H,65,UP,41
5,DMU Train-L,22,UP,42
5,EMU Train-H,92,UP,43
5,EMU Train-L,7,UP,44
5,Metro Train-H,99,UP,45
5,Metro Train-L,5,UP,46
5,Palace on Wheels-H,103,UP,47
5,Palace on Wheels-L,19,UP,48
5,Maharajas’ Express-H,90,UP,49
5,Maharajas’ Express-L,8,UP,50
5,Deccan Odyssey-H,90,UP,51
5,Deccan Odyssey-L,26,UP,52
5,Golden Chariot-H,82,UP,53
5,Golden Chariot-L,7,UP,54
5,Mountain / Heritage Trains-H,0,UP,55
5,Mountain / Heritage Trains-L,0,UP,56
5,Goods / Freight Train-H,0,UP,57
5,Goods / Freight Train-L,0,UP,58
6,Military Train-H,42,UP,1
6,Military Train-L,4,UP,2
6,Special VIP / VVIP Train-H,114,UP,3
6,Special VIP / VVIP Train-L,14,UP,4
6,Special Tourist / Protocol Train-H,75,UP,5
6,Special Tourist / Protocol Train-L,14,UP,6
6,Vande Bharat Express-H,82,UP,7
6,Vande Bharat Express-L,15,UP,8
6,Rajdhani Express-H,36,UP,9
6,Rajdhani Express-L,22,UP,10
6,Duronto Express-H,113,UP,11
6,Duronto Express-L,21,UP,12
6,Shatabdi Express-H,42,UP,13
6,Shatabdi Express-L,2,UP,14
6,Tejas Express-H,81,UP,15
6,Tejas Express-L,24,UP,16
6,Gatimaan Express-H,73,UP,17
6,Gatimaan Express-L,26,UP,18
6,Humsafar Express-H,43,UP,19
6,Humsafar Express-L,8,UP,20
6,Double Decker Express-H,54,UP,21
6,Double Decker Express-L,7,UP,22
6,Uday Express-H,98,UP,23
6,Uday Express-L,15,UP,24
6,Superfast Express-H,47,UP,25
6,Superfast Express-L,14,UP,26
6,Mail Train-H,53,UP,27
6,Mail Train-L,9,UP,28
6,Express Train-H,89,UP,29
6,Express Train-L,8,UP,30
6,Jan Shatabdi Express-H,39,UP,31
6,Jan Shatabdi Express-L,15,UP,32
6,Antyodaya Express-H,100,UP,33
6,Antyodaya Express-L,4,UP,34
6,Deen Dayalu Express-H,36,UP,35
6,Deen Dayalu Express-L,21,UP,36
6,Passenger Train-H,99,UP,37
6,Passenger Train-L,27,UP,38
6,MEMU Train-H,31,UP,39
6,MEMU Train-L,3,UP,40
6,DMU Train-H,60,UP,41
6,DMU Train-L,6,UP,42
6,EMU Train-H,82,UP,43
6,EMU Train-L,16,UP,44
6,Metro Train-H,91,UP,45
6,Metro Train-L,7,UP,46
6,Palace on Wheels-H,81,UP,47
6,Palace on Wheels-L,29,UP,48
6,Maharajas’ Express-H,37,UP,49
6,Maharajas’ Express-L,6,UP,50
6,Deccan Odyssey-H,78,UP,51
6,Deccan Odyssey-L,1,UP,52
6,Golden Chariot-H,79,UP,53
6,Golden Chariot-L,0,UP,54
6,Mountain / Heritage Trains-H,0,UP,55
6,Mountain / Heritage Trains-L,0,UP,56
6,Goods / Freight Train-H,0,UP,57
6,Goods / Freight Train-L,0,UP,58
7,Military Train-H,63,UP,1
7,Military Train-L,26,UP,2
7,Special VIP / VVIP Train-H,88,UP,3
7,Special VIP / VVIP Train-L,10,UP,4
7,Special Tourist / Protocol Train-H,84,UP,5
7,Special Tourist / Protocol Train-L,23,UP,6
7,Vande Bharat Express-H,101,UP,7
7,Vande Bharat Express-L,22,UP,8
7,Rajdhani Express-H,92,UP,9
7,Rajdhani Express-L,5,UP,10
7,Duronto Express-H,54,UP,11
7,Duronto Express-L,10,UP,12
7,Shatabdi Express-H,57,UP,13
7,Shatabdi Express-L,2,UP,14
7,Tejas Express-H,104,UP,15
7,Tejas Express-L,24,UP,16
7,Gatimaan Express-H,99,UP,17
7,Gatimaan Express-L,2,UP,18
7,Humsafar Express-H,70,UP,19
7,Humsafar Express-L,2,UP,20
7,Double Decker Express-H,36,UP,21
7,Double Decker Express-L,19,UP,22
7,Uday Express-H,91,UP,23
7,Uday Express-L,17,UP,24
7,Superfast Express-H,97,UP,25
7,Superfast Express-L,6,UP,26
7,Mail Train-H,37,UP,27
7,Mail Train-L,17,UP,28
7,Express Train-H,40,UP,29
7,Express Train-L,28,UP,30
7,Jan Shatabdi Express-H,53,UP,31
7,Jan Shatabdi Express-L,3,UP,32
7,Antyodaya Express-H,106,UP,33
7,Antyodaya Express-L,3,UP,34
7,Deen Dayalu Express-H,116,UP,35
7,Deen Dayalu Express-L,28,UP,36
7,Passenger Train-H,60,UP,37
7,Passenger Train-L,13,UP,38
7,MEMU Train-H,45,UP,39
7,MEMU Train-L,29,UP,40
7,DMU Train-H,102,UP,41
7,DMU Train-L,8,UP,42
7,EMU Train-H,104,UP,43
7,EMU Train-L,20,UP,44
7,Metro Train-H,35,UP,45
7,Metro Train-L,20,UP,46
7,Palace on Wheels-H,40,UP,47
7,Palace on Wheels-L,14,UP,48
7,Maharajas’ Express-H,114,UP,49
7,Maharajas’ Express-L,19,UP,50
7,Deccan Odyssey-H,102,UP,51
7,Deccan Odyssey-L,17,UP,52
7,Golden Chariot-H,0,UP,53
7,Golden Chariot-L,0,UP,54
7,Mountain / Heritage Trains-H,0,UP,55
7,Mountain / Heritage Trains-L,0,UP,56
7,Goods / Freight Train-H,0,UP,57
7,Goods / Freight Train-L,0,UP,58
8,Military Train-H,70,UP,1
8,Military Train-L,9,UP,2
8,Special VIP / VVIP Train-H,56,UP,3
8,Special VIP / VVIP Train-L,22,UP,4
8,Special Tourist / Protocol Train-H,70,UP,5
8,Special Tourist / Protocol Train-L,8,UP,6
8,Vande Bharat Express-H,63,UP,7
8,Vande Bharat Express-L,13,UP,8
8,Rajdhani Express-H,46,UP,9
8,Rajdhani Express-L,22,UP,10
8,Duronto Express-H,112,UP,11
8,Duronto Express-L,10,UP,12
8,Shatabdi Express-H,88,UP,13
8,Shatabdi Express-L,11,UP,14
8,Tejas Express-H,39,UP,15
8,Tejas Express-L,1,UP,16
8,Gatimaan Express-H,88,UP,17
8,Gatimaan Express-L,20,UP,18
8,Humsafar Express-H,102,UP,19
8,Humsafar Express-L,4,UP,20
8,Double Decker Express-H,39,UP,21
8,Double Decker Express-L,18,UP,22
8,Uday Express-H,57,UP,23
8,Uday Express-L,17,UP,24
8,Superfast Express-H,63,UP,25
8,Superfast Express-L,5,UP,26
8,Mail Train-H,74,UP,27
8,Mail Train-L,29,UP,28
8,Express Train-H,38,UP,29
8,Express Train-L,29,UP,30
8,Jan Shatabdi Express-H,61,UP,31
8,Jan Shatabdi Express-L,12,UP,32
8,Antyodaya Express-H,66,UP,33
8,Antyodaya Express-L,6,UP,34
8,Deen Dayalu Express-H,86,UP,35
8,Deen Dayalu Express-L,27,UP,36
8,Passenger Train-H,99,UP,37
8,Passenger Train-L,23,UP,38
8,MEMU Train-H,68,UP,39
8,MEMU Train-L,20,UP,40
8,DMU Train-H,113,UP,41
8,DMU Train-L,17,UP,42
8,EMU Train-H,31,UP,43
8,EMU Train-L,22,UP,44
8,Metro Train-H,100,UP,45
8,Metro Train-L,10,UP,46
8,Palace on Wheels-H,114,UP,47
8,Palace on Wheels-L,4,UP,48
8,Maharajas’ Express-H,47,UP,49
8,Maharajas’ Express-L,9,UP,50
8,Deccan Odyssey-H,44,UP,51
8,Deccan Odyssey-L,0,UP,52
8,Golden Chariot-H,0,UP,53
8,Golden Chariot-L,0,UP,54
8,Mountain / Heritage Trains-H,0,UP,55
8,Mountain / Heritage Trains-L,0,UP,56
8,Goods / Freight Train-H,0,UP,57
8,Goods / Freight Train-L,0,UP,58
9,Military Train-H,43,UP,1
9,Military Train-L,24,UP,2
9,Special VIP / VVIP Train-H,100,UP,3
9,Special VIP / VVIP Train-L,5,UP,4
9,Special Tourist / Protocol Train-H,64,UP,5
9,Special Tourist / Protocol Train-L,10,UP,6
9,Vande Bharat Express-H,107,UP,7
9,Vande Bharat Express-L,7,UP,8
9,Rajdhani Express-H,73,UP,9
9,Rajdhani Express-L,7,UP,10
9,Duronto Express-H,117,UP,11
9,Duronto Express-L,21,UP,12
9,Shatabdi Express-H,63,UP,13
9,Shatabdi Express-L,17,UP,14
9,Tejas Express-H,92,UP,15
9,Tejas Express-L,9,UP,16
9,Gatimaan Express-H,36,UP,17
9,Gatimaan Express-L,3,UP,18
9,Humsafar Express-H,111,UP,19
9,Humsafar Express-L,14,UP,20
9,Double Decker Express-H,65,UP,21
9,Double Decker Express-L,2,UP,22
9,Uday Express-H,30,UP,23
9,Uday Express-L,11,UP,24
9,Superfast Express-H,46,UP,25
9,Superfast Express-L,21,UP,26
9,Mail Train-H,63,UP,27
9,Mail Train-L,6,UP,28
9,Express Train-H,86,UP,29
9,Express Train-L,18,UP,30
9,Jan Shatabdi Express-H,120,UP,31
9,Jan Shatabdi Express-L,14,UP,32
9,Antyodaya Express-H,101,UP,33
9,Antyodaya Express-L,1,UP,34
9,Deen Dayalu Express-H,44,UP,35
9,Deen Dayalu Express-L,3,UP,36
9,Passenger Train-H,118,UP,37
9,Passenger Train-L,29,UP,38
9,MEMU Train-H,49,UP,39
9,MEMU Train-L,18,UP,40
9,DMU Train-H,34,UP,41
9,DMU Train-L,27,UP,42
9,EMU Train-H,77,UP,43
9,EMU Train-L,19,UP,44
9,Metro Train-H,100,UP,45
9,Metro Train-L,5,UP,46
9,Palace on Wheels-H,85,UP,47
9,Palace on Wheels-L,5,UP,48
9,Maharajas’ Express-H,35,UP,49
9,Maharajas’ Express-L,10,UP,50
9,Deccan Odyssey-H,0,UP,51
9,Deccan Odyssey-L,0,UP,52
9,Golden Chariot-H,0,UP,53
9,Golden Chariot-L,0,UP,54
9,Mountain / Heritage Trains-H,0,UP,55
9,Mountain / Heritage Trains-L,0,UP,56
9,Goods / Freight Train-H,0,UP,57
9,Goods / Freight Train-L,0,UP,58
10,Military Train-H,76,UP,1
10,Military Train-L,29,UP,2
10,Special VIP / VVIP Train-H,35,UP,3
10,Special VIP / VVIP Train-L,29,UP,4
10,Special Tourist / Protocol Train-H,75,UP,5
10,Special Tourist / Protocol Train-L,7,UP,6
10,Vande Bharat Express-H,117,UP,7
10,Vande Bharat Express-L,8,UP,8
10,Rajdhani Express-H,115,UP,9
10,Rajdhani Express-L,4,UP,10
10,Duronto Express-H,75,UP,11
10,Duronto Express-L,25,UP,12
10,Shatabdi Express-H,101,UP,13
10,Shatabdi Express-L,29,UP,14
10,Tejas Express-H,82,UP,15
10,Tejas Express-L,20,UP,16
10,Gatimaan Express-H,49,UP,17
10,Gatimaan Express-L,8,UP,18
10,Humsafar Express-H,50,UP,19
10,Humsafar Express-L,26,UP,20
10,Double Decker Express-H,52,UP,21
10,Double Decker Express-L,29,UP,22
10,Uday Express-H,82,UP,23
10,Uday Express-L,1,UP,24
10,Superfast Express-H,52,UP,25
10,Superfast Express-L,24,UP,26
10,Mail Train-H,72,UP,27
10,Mail Train-L,26,UP,28
10,Express Train-H,82,UP,29
10,Express Train-L,26,UP,30
10,Jan Shatabdi Express-H,115,UP,31
10,Jan Shatabdi Express-L,28,UP,32
10,Antyodaya Express-H,61,UP,33
10,Antyodaya Express-L,9,UP,34
10,Deen Dayalu Express-H,50,UP,35
10,Deen Dayalu Express-L,26,UP,36
10,Passenger Train-H,119,UP,37
10,Passenger Train-L,4,UP,38
10,MEMU Train-H,78,UP,39
10,MEMU Train-L,28,UP,40
10,DMU Train-H,34,UP,41
10,DMU Train-L,28,UP,42
10,EMU Train-H,90,UP,43
10,EMU Train-L,8,UP,44
10,Metro Train-H,55,UP,45
10,Metro Train-L,27,UP,46
10,Palace on Wheels-H,88,UP,47
10,Palace on Wheels-L,12,UP,48
10,Maharajas’ Express-H,69,UP,49
10,Maharajas’ Express-L,0,UP,50
10,Deccan Odyssey-H,0,UP,51
10,Deccan Odyssey-L,0,UP,52
10,Golden Chariot-H,0,UP,53
10,Golden Chariot-L,0,UP,54
10,Mountain / Heritage Trains-H,0,UP,55
10,Mountain / Heritage Trains-L,0,UP,56
10,Goods / Freight Train-H,0,UP,57
10,Goods / Freight Train-L,0,UP,58
11,Military Train-H,59,UP,1
11,Military Train-L,8,UP,2
11,Special VIP / VVIP Train-H,33,UP,3
11,Special VIP / VVIP Train-L,22,UP,4
11,Special Tourist / Protocol Train-H,54,UP,5
11,Special Tourist / Protocol Train-L,13,UP,6
11,Vande Bharat Express-H,72,UP,7
11,Vande Bharat Express-L,9,UP,8
11,Rajdhani Express-H,38,UP,9
11,Rajdhani Express-L,25,UP,10
11,Duronto Express-H,65,UP,11
11,Duronto Express-L,12,UP,12
11,Shatabdi Express-H,112,UP,13
11,Shatabdi Express-L,17,UP,14
11,Tejas Express-H,81,UP,15
11,Tejas Express-L,22,UP,16
11,Gatimaan Express-H,98,UP,17
11,Gatimaan Express-L,11,UP,18
11,Humsafar Express-H,33,UP,19
11,Humsafar Express-L,4,UP,20
11,Double Decker Express-H,63,UP,21
11,Double Decker Express-L,6,UP,22
11,Uday Express-H,104,UP,23
11,Uday Express-L,9,UP,24
11,Superfast Express-H,34,UP,25
11,Superfast Express-L,4,UP,26
11,Mail Train-H,106,UP,27
11,Mail Train-L,14,UP,28
11,Express Train-H,74,UP,29
11,Express Train-L,24,UP,30
11,Jan Shatabdi Express-H,70,UP,31
11,Jan Shatabdi Express-L,14,UP,32
11,Antyodaya Express-H,107,UP,33
11,Antyodaya Express-L,17,UP,34
11,Deen Dayalu Express-H,44,UP,35
11,Deen Dayalu Express-L,13,UP,36
11,Passenger Train-H,103,UP,37
11,Passenger Train-L,7,UP,38
11,MEMU Train-H,62,UP,39
11,MEMU Train-L,2,UP,40
11,DMU Train-H,120,UP,41
11,DMU Train-L,14,UP,42
11,EMU Train-H,30,UP,43
11,EMU Train-L,17,UP,44
11,Metro Train-H,98,UP,45
11,Metro Train-L,22,UP,46
11,Palace on Wheels-H,115,UP,47
11,Palace on Wheels-L,7,UP,48
11,Maharajas’ Express-H,0,UP,49
11,Maharajas’ Express-L,0,UP,50
11,Deccan Odyssey-H,0,UP,51
11,Deccan Odyssey-L,0,UP,52
11,Golden Chariot-H,0,UP,53
11,Golden Chariot-L,0,UP,54
11,Mountain / Heritage Trains-H,0,UP,55
11,Mountain / Heritage Trains-L,0,UP,56
11,Goods / Freight Train-H,0,UP,57
11,Goods / Freight Train-L,0,UP,58
12,Military Train-H,76,UP,1
12,Military Train-L,14,UP,2
12,Special VIP / VVIP Train-H,38,UP,3
12,Special VIP / VVIP Train-L,22,UP,4
12,Special Tourist / Protocol Train-H,72,UP,5
12,Special Tourist / Protocol Train-L,20,UP,6
12,Vande Bharat Express-H,70,UP,7
12,Vande Bharat Express-L,22,UP,8
12,Rajdhani Express-H,45,UP,9
12,Rajdhani Express-L,24,UP,10
12,Duronto Express-H,68,UP,11
12,Duronto Express-L,17,UP,12
12,Shatabdi Express-H,69,UP,13
12,Shatabdi Express-L,22,UP,14
12,Tejas Express-H,82,UP,15
12,Tejas Express-L,11,UP,16
12,Gatimaan Express-H,81,UP,17
12,Gatimaan Express-L,23,UP,18
12,Humsafar Express-H,67,UP,19
12,Humsafar Express-L,18,UP,20
12,Double Decker Express-H,46,UP,21
12,Double Decker Express-L,7,UP,22
12,Uday Express-H,83,UP,23
12,Uday Express-L,22,UP,24
12,Superfast Express-H,78,UP,25
12,Superfast Express-L,22,UP,26
12,Mail Train-H,52,UP,27
12,Mail Train-L,20,UP,28
12,Express Train-H,102,UP,29
12,Express Train-L,10,UP,30
12,Jan Shatabdi Express-H,81,UP,31
12,Jan Shatabdi Express-L,18,UP,32
12,Antyodaya Express-H,30,UP,33
12,Antyodaya Express-L,10,UP,34
12,Deen Dayalu Express-H,66,UP,35
12,Deen Dayalu Express-L,7,UP,36
12,Passenger Train-H,85,UP,37
12,Passenger Train-L,26,UP,38
12,MEMU Train-H,104,UP,39
12,MEMU Train-L,20,UP,40
12,DMU Train-H,113,UP,41
12,DMU Train-L,11,UP,42
12,EMU Train-H,89,UP,43
12,EMU Train-L,15,UP,44
12,Metro Train-H,86,UP,45
12,Metro Train-L,22,UP,46
12,Palace on Wheels-H,57,UP,47
12,Palace on Wheels-L,0,UP,48
12,Maharajas’ Express-H,0,UP,49
12,Maharajas’ Express-L,0,UP,50
12,Deccan Odyssey-H,0,UP,51
12,Deccan Odyssey-L,0,UP,52
12,Golden Chariot-H,0,UP,53
12,Golden Chariot-L,0,UP,54
12,Mountain / Heritage Trains-H,0,UP,55
12,Mountain / Heritage Trains-L,0,UP,56
12,Goods / Freight Train-H,0,UP,57
12,Goods / Freight Train-L,0,UP,58
13,Military Train-H,95,UP,1
13,Military Train-L,16,UP,2
13,Special VIP / VVIP Train-H,51,UP,3
13,Special VIP / VVIP Train-L,22,UP,4
13,Special Tourist / Protocol Train-H,40,UP,5
13,Special Tourist / Protocol Train-L,10,UP,6
13,Vande Bharat Express-H,95,UP,7
13,Vande Bharat Express-L,22,UP,8
13,Rajdhani Express-H,111,UP,9
13,Rajdhani Express-L,20,UP,10
13,Duronto Express-H,72,UP,11
13,Duronto Express-L,3,UP,12
13,Shatabdi Express-H,60,UP,13
13,Shatabdi Express-L,22,UP,14
13,Tejas Express-H,69,UP,15
13,Tejas Express-L,8,UP,16
13,Gatimaan Express-H,55,UP,17
13,Gatimaan Express-L,5,UP,18
